"incident_id","operation_name","incident_title","date","incident_type","strike_type","confirmed","origin_lat","origin_lng","origin_label","origin_sublabel","target_lat","target_lng","target_label","target_sublabel","summary","target_type","platform_or_unit","result_outcome","tags","source_type","is_retaliation","is_covert","is_first_use","disputed"
"tw-20260306150003-iran-unk","Independent Actions","Massive attack on Iran's Mehrabad international airport","Mar 6, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Massive attack on Iran's Mehrabad international airport","Naval facility","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260306154003-iran-opepic","Op. Epic Fury","NBC News reports that Trump has privately shown interest in deploying a small…","Mar 6, 2026","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","32.0","53.0","Iran","","NBC News reports that Trump has privately shown interest in deploying a small number of American ground troops to Iran","Naval facility","","","IR;IRAN;OP-EPIC-FURY;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260306201001-tehran-opepic","Op. Epic Fury","New wave of strikes on Tehran","Mar 6, 2026","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","35.69","51.39","Tehran","","New wave of strikes on Tehran","Military target","","","IR;OP-EPIC-FURY;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260306223003-iran-unk","Independent Actions","UAE defense ministry says its air defense systems are intercepting Iranian…","Mar 6, 2026","strike","missile","FALSE","","","","","32.0","53.0","Iran","","UAE defense ministry says its air defense systems are intercepting Iranian missiles and drones","Air defense / TEL","UAV / Drone","","IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260306225002-iran-unk","Independent Actions","Saudi Arabia has intercepted and destroyed two additional Iranian drones","Mar 6, 2026","strike","missile","FALSE","","","","","32.0","53.0","Iran","","Saudi Arabia has intercepted and destroyed two additional Iranian drones","Drone / UAV","UAV / Drone","","IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260306234002-iran-unk","Independent Actions","Iran's president says attacks against neighboring countries will be stopped","Mar 6, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Iran's president says attacks against neighboring countries will be stopped, 'unless attacks originate from there against Iran'.","Military target","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260306234002-strait-of-ho-unk","Independent Actions","Iran has attacked a tanker carrying the flag of Malta near the Strait of Hormuz","Mar 6, 2026","strike","strike","FALSE","","","","","26.56","56.25","Strait of Hormuz","","Iran has attacked a tanker carrying the flag of Malta near the Strait of Hormuz","Naval vessel","","","IR;IRAN;STRAIT-OF-HORMUZ;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307023002-isfahan-unk","Independent Actions","Large blasts heard across Tehran and Isfahan","Mar 7, 2026","strike","strike","FALSE","","","","","32.66","51.68","Isfahan","","Large blasts heard across Tehran and Isfahan","Military target","","","IR;ISFAHAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307104002-erbil-unk","Independent Actions","Reports of blasts near international airport in Erbil","Mar 7, 2026","strike","strike","FALSE","","","","","36.19","44.01","Erbil","","Reports of blasts near international airport in Erbil, Kurdistan Region of Iraq.","Naval facility","","","ERBIL;IQ;STRIKE","enriched","FALSE","FALSE","FALSE","TRUE"
"tw-20260307104002-baghdad-unk","Independent Actions","BREKAING: Reports of rocket attack on US embassy in Baghdad","Mar 7, 2026","strike","artillery","FALSE","","","","","33.34","44.4","Baghdad","","BREKAING: Reports of rocket attack on US embassy in Baghdad","Naval facility","","","ARTILLERY;BAGHDAD;IQ;US","enriched","FALSE","FALSE","FALSE","TRUE"
"tw-20260307104002-iran-unk","Independent Actions","Turkey's foreign minister warns Iran against firing missiles towards Turkey","Mar 7, 2026","strike","missile","FALSE","","","","","32.0","53.0","Iran","","Turkey's foreign minister warns Iran against firing missiles towards Turkey","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307105002-israel-unk","Independent Actions","Sires heard across parts of Israel following Hezbollah attack","Mar 7, 2026","strike","strike","FALSE","","","","","31.5","34.9","Israel","","Sires heard across parts of Israel following Hezbollah attack","Military target","","","HEZBOLLAH;IL;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307110002-israel-unk","Independent Actions","Sirens heard across parts of Israel following Hezbollah attack","Mar 7, 2026","strike","strike","FALSE","","","","","31.5","34.9","Israel","","Sirens heard across parts of Israel following Hezbollah attack","Military target","","","HEZBOLLAH;IL;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307110002-dubai-unk","Independent Actions","UAE officials say Asian driver killed after debris from an interception fell on…","Mar 7, 2026","strike","missile","FALSE","","","","","25.2","55.27","Dubai","","UAE officials say Asian driver killed after debris from an interception fell on his vehicle in Dubai","Area / Infrastructure","Ballistic / Cruise Missile","","AE;DUBAI;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307110002-israel-unk-1","Independent Actions","US sells 12,000 general purpose 1,000-pound bombs to Israel","Mar 7, 2026","strike","fighter","FALSE","","","","","31.5","34.9","Israel","","US sells 12,000 general purpose 1,000-pound bombs to Israel","Military target","Multi-role Fighter Aircraft","","FIGHTER;IL;ISRAEL;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307111004-tehran-opepic","Op. Epic Fury","Blasts reported in Tehran after new wave of Israeli strikes","Mar 7, 2026","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","35.69","51.39","Tehran","","Blasts reported in Tehran after new wave of Israeli strikes","Naval facility","","","IR;OP-EPIC-FURY;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307112002-israel-opepic","Op. Epic Fury","Israeli military has started bombing oil tankers in Iran","Mar 7, 2026","economic","fighter","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","31.5","34.9","Israel","","Israeli military has started bombing oil tankers in Iran, the first such targeting of oil infrastructure.","Energy infrastructure","Multi-role Fighter Aircraft","","FIGHTER;IL;ISRAEL;OP-EPIC-FURY","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307115003-iran-iranre","Iran Retaliation","Netanyahu says Israeli military has destroyed Iranian nuclear infrastructure and…","Mar 7, 2026","strike","nuclear","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","Netanyahu says Israeli military has destroyed Iranian nuclear infrastructure and 'hundreds' of ballistic missile launchers","Nuclear facility","Strike Aircraft / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;NUCLEAR","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307115003-iran-unk","Independent Actions","Iranian state television says military is ready to continue the war for another…","Mar 7, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Iranian state television says military is ready to continue the war for another six months","Air defense / TEL","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307121003-iran-unk","Independent Actions","Massive flames reported after several Iranian oil storage facilities were bombed…","Mar 7, 2026","economic","fighter","FALSE","","","","","32.0","53.0","Iran","","Massive flames reported after several Iranian oil storage facilities were bombed in airstrikes","Naval facility","Multi-role Fighter Aircraft","","FIGHTER;IR;IRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307122001-israel-iranre","Iran Retaliation","Iran launches new wave of missiles at Israel","Mar 7, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.5","34.9","Israel","","Iran launches new wave of missiles at Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307132001-iran-unk","Independent Actions","When asked about duration of the war","Mar 7, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","When asked about duration of the war, Trump says 'whatever it takes' and that Iran's military is 'almost nonexistent'","Military target","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307132001-iran-unk-1","Independent Actions","Trump says that Iran was responsible for bombing of school on its territory","Mar 7, 2026","strike","fighter","FALSE","","","","","32.0","53.0","Iran","","Trump says that Iran was responsible for bombing of school on its territory, saying 'they are very inaccurate with munitions'.","Civilian infrastructure","Multi-role Fighter Aircraft","","FIGHTER;IR;IRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307155003-iran-unk","Independent Actions","Kuwait says that Iranian drones attacked fuel tanks near Kuwait's international…","Mar 7, 2026","strike","drone","FALSE","","","","","32.0","53.0","Iran","","Kuwait says that Iranian drones attacked fuel tanks near Kuwait's international airport","Naval facility","UAV / Drone","","DRONE;IR;IRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307161003-beirut-unk","Independent Actions","Targeted drone attack at Ramada hotel in Beirut","Mar 7, 2026","strike","drone","FALSE","","","","","33.89","35.5","Beirut","","Targeted drone attack at Ramada hotel in Beirut","Air defense / TEL","UAV / Drone","","BEIRUT;DRONE;LB","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307163002-beirut-unk","Independent Actions","3 killed in targeted drone attack on Ramada hotel room in central Beirut","Mar 7, 2026","strike","drone","FALSE","","","","","33.89","35.5","Beirut","","3 killed in targeted drone attack on Ramada hotel room in central Beirut","Air defense / TEL","UAV / Drone","","BEIRUT;DRONE;LB","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307225002-isfahan-12dayw","12-Day War (IDF)","Israeli military says it struck Iran's F-14 Tomcat fleet at Isfahan Airport","Mar 7, 2026","strike","naval","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.66","51.68","Isfahan","","Israeli military says it struck Iran's F-14 Tomcat fleet at Isfahan Airport","Naval facility","Naval Vessel","","12-DAY-WAR-(IDF);IR;IRAN;ISFAHAN;NAVAL","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260307234003-israel-12dayw","12-Day War (IDF)","Israeli military warns Iran's Assembly of Experts","Mar 7, 2026","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli military warns Iran's Assembly of Experts, which is tasked with electing a new Supreme Leader, that it will 'pursue any successor and anyone who attempts to appoint one'.","Military target","","","12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308040003-iran-iranre","Iran Retaliation","UAE says it has been attacked with 238 Iranian ballistic missiles","Mar 8, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","UAE says it has been attacked with 238 Iranian ballistic missiles, of which the UAE intercepted 221, while 15 fell into the sea.","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308112003-israel-unk","Independent Actions","Chief of Israeli military says war could go on for 'much longer","Mar 8, 2026","strike","strike","FALSE","","","","","31.5","34.9","Israel","","Chief of Israeli military says war could go on for 'much longer'","Military target","","","IL;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308113002-israel-12dayw","12-Day War (IDF)","US and Israel have discussed 'sending special forces into Iran to secure its…","Mar 8, 2026","economic","nuclear","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","US and Israel have discussed 'sending special forces into Iran to secure its stockpile of highly enriched uranium', according to Axios report.","Naval facility","Strike Aircraft / Cruise Missile","","12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;NUCLEAR;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308121003-tehran-12dayw","12-Day War (IDF)","Israeli military says it destroyed headquarters of Iran's air force in Tehran","Mar 8, 2026","strike","fighter","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","35.69","51.39","Tehran","","Israeli military says it destroyed headquarters of Iran's air force in Tehran","Military base / C2","Multi-role Fighter Aircraft","","12-DAY-WAR-(IDF);FIGHTER;IR;IRAN;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308124002-iran-unk","Independent Actions","US war death toll rises to 7 after service member died of injuries from Iranian…","Mar 8, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","US war death toll rises to 7 after service member died of injuries from Iranian attack on Saudi Arabia","Military target","","","IR;IRAN;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308140002-iran-opepic","Op. Epic Fury","The US is 'dismayed' by Israel's strikes on Iranian fuel depots and this has…","Mar 8, 2026","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","32.0","53.0","Iran","","The US is 'dismayed' by Israel's strikes on Iranian fuel depots and this has sparked the 'first significant disagreement between the allies since the war began', according to Axios report.","Naval facility","","","IR;IRAN;ISRAEL;OP-EPIC-FURY;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308150002-iran-unk","Independent Actions","Iranian Revolutionary Guards and Iranian military pledge allegiance to new…","Mar 8, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Iranian Revolutionary Guards and Iranian military pledge allegiance to new Supreme Leader Mojtaba Khamenei","Military target","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308153001-iran-unk","Independent Actions","Qatar's Prime Minister calls Iranian attacks on his country a 'great betrayal'.","Mar 8, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Qatar's Prime Minister calls Iranian attacks on his country a 'great betrayal'.","Military target","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308162003-israel-iranre","Iran Retaliation","Iran launches new missile attack on Israel","Mar 8, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.5","34.9","Israel","","Iran launches new missile attack on Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308180003-saudi-arabia-unk","Independent Actions","Saudi Arabia intercepts drone that was targeting the Shaybah oil field","Mar 8, 2026","economic","missile","FALSE","","","","","23.89","45.08","Saudi Arabia","","Saudi Arabia intercepts drone that was targeting the Shaybah oil field, which produces around a million barrels daily.","Energy infrastructure","UAV / Drone","","MISSILE;SA;SAUDI-ARABIA","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308180003-tehran-unk","Independent Actions","Strong blasts heard in Tehran","Mar 8, 2026","strike","strike","FALSE","","","","","35.69","51.39","Tehran","","Strong blasts heard in Tehran","Military target","","","IR;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308192003-israel-opepic","Op. Epic Fury","Israeli military says it has started a new wave of strikes on central Iran.","Mar 8, 2026","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","31.5","34.9","Israel","","Israeli military says it has started a new wave of strikes on central Iran.","Military target","","","IL;ISRAEL;OP-EPIC-FURY;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308214002-iran-unk","Independent Actions","Bahrain's biggest oil refinery hit by Iranian strikes earlier today","Mar 8, 2026","economic","strike","FALSE","","","","","32.0","53.0","Iran","","Bahrain's biggest oil refinery hit by Iranian strikes earlier today","Energy infrastructure","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260308233002-iran-unk","Independent Actions","Bahrain's oil company declares force majeure after Iranian attack on its only…","Mar 8, 2026","economic","strike","FALSE","","","","","32.0","53.0","Iran","","Bahrain's oil company declares force majeure after Iranian attack on its only refinery ablaze, according to Associated Press report.","Naval facility","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309030002-israel-unk","Independent Actions","One person has been killed in central Israel due to missile attack","Mar 9, 2026","strike","missile","FALSE","","","","","31.5","34.9","Israel","","One person has been killed in central Israel due to missile attack, raising its death toll since the war started to 11.","Area / Infrastructure","Ballistic / Cruise Missile","","IL;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309042002-iran-opepic","Op. Epic Fury","US strikes on Iranian vessels","Mar 9, 2026","economic","naval","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","32.0","53.0","Iran","","US strikes on Iranian vessels, with reports they may be oil tankers.","Naval facility","Naval Vessel","","IR;IRAN;NAVAL;OP-EPIC-FURY;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309103002-iran-iranre","Iran Retaliation","Turkey summons Iran's ambassador over missile being fired at Turkish territory","Mar 9, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","Turkey summons Iran's ambassador over missile being fired at Turkish territory","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309122001-lebanon-unk","Independent Actions","Lebanon's government says that 450,000 people are now displaced due to the war…","Mar 9, 2026","strike","strike","FALSE","","","","","33.9","35.5","Lebanon","","Lebanon's government says that 450,000 people are now displaced due to the war between Israel and Hezbollah.","Military target","","","ISRAEL;LB;LEBANON;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309123002-iran-unk","Independent Actions","Trump tells CBS that the war is 'very complete' and the US is 'very far' ahead of…","Mar 9, 2026","strike","naval","FALSE","","","","","32.0","53.0","Iran","","Trump tells CBS that the war is 'very complete' and the US is 'very far' ahead of schedule, as Iran now has 'no navy, no communications and no air force'.","Air defense / TEL","Naval Vessel","","IR;IRAN;NAVAL;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309125002-israel-iranre","Iran Retaliation","Israeli military says new wave of missiles have been launched from Iran","Mar 9, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.5","34.9","Israel","","Israeli military says new wave of missiles have been launched from Iran","Area / Infrastructure","Ballistic / Cruise Missile","","IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309140002-iran-unk","Independent Actions","Trump says US has destroyed 46 Iranian navy vessels","Mar 9, 2026","strike","naval","FALSE","","","","","32.0","53.0","Iran","","Trump says US has destroyed 46 Iranian navy vessels","Naval vessel","Naval Vessel","","IR;IRAN;NAVAL;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309142002-iran-iranre","Iran Retaliation","Trump says the US has got rid of 80% of Iran's missile sites","Mar 9, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","Trump says the US has got rid of 80% of Iran's missile sites","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;MISSILE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309145003-iran-unk","Independent Actions","US military says it has struck 5,000 targets in Iran since the war began.","Mar 9, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","US military says it has struck 5,000 targets in Iran since the war began.","Military target","","","IR;IRAN;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309150002-israel-iranre","Iran Retaliation","Israeli military says an additional wave of missiles have been launched from Iran","Mar 9, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.5","34.9","Israel","","Israeli military says an additional wave of missiles have been launched from Iran","Area / Infrastructure","Ballistic / Cruise Missile","","IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309163002-iran-12dayw","12-Day War (IDF)","Israeli military says that over 1,900 Iranian military personnel have been killed…","Mar 9, 2026","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israeli military says that over 1,900 Iranian military personnel have been killed in the war so far.","Military target","","","12-DAY-WAR-(IDF);IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309172002-israel-unk","Independent Actions","Iran's Revolutionary Guards threaten that they will 'not allow a single liter of…","Mar 9, 2026","economic","strike","FALSE","","","","","31.5","34.9","Israel","","Iran's Revolutionary Guards threaten that they will 'not allow a single liter of oil to be exported from the region' if US and Israeli strikes continue","Naval facility","","","IL;IRAN;ISRAEL;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309203003-damascus-unk","Independent Actions","Syrian government says that Hezbollah has shelled positions near Damascus","Mar 9, 2026","strike","strike","FALSE","","","","","33.51","36.29","Damascus","","Syrian government says that Hezbollah has shelled positions near Damascus","Military target","","","DAMASCUS;HEZBOLLAH;STRIKE;SY","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260309213002-iran-unk","Independent Actions","UAE issues missile alert","Mar 9, 2026","strike","missile","FALSE","","","","","32.0","53.0","Iran","","UAE issues missile alert, says its air defenses are engaging an Iranian attack.","Air defense / TEL","Ballistic / Cruise Missile","","IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310013002-israel-iranre","Iran Retaliation","Iran says it has launched a new attack on Israel","Mar 10, 2026","strike","strike","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.5","34.9","Israel","","Iran says it has launched a new attack on Israel","Military target","","","IL;IRAN;IRAN-RETALIATION;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310034002-israel-opepic","Op. Epic Fury","Israel is conducting a new wave of strikes against targets in Iran","Mar 10, 2026","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","31.5","34.9","Israel","","Israel is conducting a new wave of strikes against targets in Iran","Military target","","","IL;IRAN;ISRAEL;OP-EPIC-FURY;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310112003-strait-of-ho-unk","Independent Actions","US intelligence believes there are indications Iran is preparing to deploy naval…","Mar 10, 2026","strike","naval","FALSE","","","","","26.56","56.25","Strait of Hormuz","","US intelligence believes there are indications Iran is preparing to deploy naval mines in the Strait of Hormuz, according to CBS News.","Air defense / TEL","Naval Vessel","","IR;IRAN;NAVAL;STRAIT-OF-HORMUZ;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310113002-israel-opepic","Op. Epic Fury","The US has asked Israel to halt strikes on energy facilities in Iran","Mar 10, 2026","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","31.5","34.9","Israel","","The US has asked Israel to halt strikes on energy facilities in Iran, according to Axios.","Energy infrastructure","","","IL;ISRAEL;OP-EPIC-FURY;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310113003-iran-unk","Independent Actions","White House says US military has destroyed over 50 Iranian navy vessels","Mar 10, 2026","strike","naval","FALSE","","","","","32.0","53.0","Iran","","White House says US military has destroyed over 50 Iranian navy vessels","Naval vessel","Naval Vessel","","IR;IRAN;NAVAL;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310114003-strait-of-ho-unk","Independent Actions","White House says US Navy has not escorted vessels through the Strait of Hormuz","Mar 10, 2026","strike","naval","FALSE","","","","","26.56","56.25","Strait of Hormuz","","White House says US Navy has not escorted vessels through the Strait of Hormuz","Naval vessel","Naval Vessel","","IR;NAVAL;STRAIT-OF-HORMUZ;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310120002-iran-unk","Independent Actions","White House says military operations will continue until 'Iran is in a position…","Mar 10, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","White House says military operations will continue until 'Iran is in a position of complete and unconditional surrender'","Military target","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310123003-iran-iranre","Iran Retaliation","White House Press Secretary Karoline Leavitt says Iranian ballistic missile…","Mar 10, 2026","economic","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","White House Press Secretary Karoline Leavitt says Iranian ballistic missile attacks are down more than 90% and drone attacks by around 85% since the start of the war","Drone / UAV","UAV / Drone","","IR;IRAN;IRAN-RETALIATION;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310123003-strait-of-ho-unk","Independent Actions","Iran has begun laying mines in the Strait of Hormuz according to CNN report","Mar 10, 2026","strike","strike","FALSE","","","","","26.56","56.25","Strait of Hormuz","","Iran has begun laying mines in the Strait of Hormuz according to CNN report","Naval facility","","","IR;IRAN;STRAIT-OF-HORMUZ;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310124002-iran-unk","Independent Actions","Iranian state media reports large blasts in Tehran","Mar 10, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Iranian state media reports large blasts in Tehran","Naval facility","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310125002-strait-of-ho-unk","Independent Actions","Trump says military consequences to Iran if mines are not removed form Strait of…","Mar 10, 2026","strike","strike","FALSE","","","","","26.56","56.25","Strait of Hormuz","","Trump says military consequences to Iran if mines are not removed form Strait of Hormuz will 'be at a level never seen before'","Military target","","","IR;IRAN;STRAIT-OF-HORMUZ;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310133003-iran-unk","Independent Actions","Trump says the US military has hit and destroyed Iranian mine-laying boats","Mar 10, 2026","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Trump says the US military has hit and destroyed Iranian mine-laying boats","Military target","","","IR;IRAN;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260310224001-iran-iranre","Iran Retaliation","Qatar intercepts new Iranian missile attack","Mar 10, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","Qatar intercepts new Iranian missile attack","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260311023002-iran-iranre","Iran Retaliation","UAE is intercepting missiles and drones launched from Iran","Mar 11, 2026","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","UAE is intercepting missiles and drones launched from Iran","Drone / UAV","UAV / Drone","","IR;IRAN;IRAN-RETALIATION;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260311110002-iraq-unk","Independent Actions","Three Iraqi nationals have been arrested over attempted attack near US embassy in…","Mar 11, 2026","strike","special_ops","FALSE","","","","","33.0","44.0","Iraq","","Three Iraqi nationals have been arrested over attempted attack near US embassy in Norway","Military target","","","IQ;IRAQ;SPECIAL_OPS;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20260311110002-iran-unk","Independent Actions","Iranian military command says the world should be prepared for oil to hit '$200 a…","Mar 11, 2026","economic","strike","FALSE","","","","","32.0","53.0","Iran","","Iranian military command says the world should be prepared for oil to hit '$200 a barrel'.","Military base / C2","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
