incident_id,operation_name,operation_color,incident_title,date,date_sort_value,strike_type,confirmed,origin_lat,origin_lng,origin_label,origin_sublabel,target_lat,target_lng,target_label,target_sublabel,summary,assessment,platform_or_unit,munitions_weapons,munitions_quantity,range_km,target_type,target_depth_hardening,military_kia_friendly,military_kia_enemy,civilian_kia,military_wia_friendly,personnel_deployed,aircraft_deployed,naval_vessels,result_outcome,nuclear_setback_assessment,economic_impact,intercepted_munitions,key_intelligence_notes,osint_sources,press_sources,think_tank_sources,tags,badge_colors,is_retaliation,is_covert,is_first_use,disputed,source_type
tw-20260313160002-kharg-island-unk,Independent Actions,#546e7a,Trump says all military targets on strategic Kharg Island have been destroyed,"Mar 13, 2026",91.91,strike,TRUE,,,,,29.27,50.32,Kharg Island,,Trump says all military targets on strategic Kharg Island have been destroyed,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;KHARG-ISLAND;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260313160002-kharg-island-unk-1,Independent Actions,#546e7a,Trump post about massive strikes on Iran's 'crown jewel',"Mar 13, 2026",91.91,strike,TRUE,,,,,29.27,50.32,Kharg Island,,"Trump post about massive strikes on Iran's 'crown jewel', Kharg Island.",,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;IRAN;KHARG-ISLAND;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260313171002-lebanon-unk,Independent Actions,#546e7a,Israel is planning a major ground invasion of Lebanon,"Mar 13, 2026",91.95,strike,TRUE,,,,,33.9,35.5,Lebanon,,"Israel is planning a major ground invasion of Lebanon, according to Axios report.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,ISRAEL;LB;LEBANON;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260313175001-lebanon-unk,Independent Actions,#546e7a,Israel is preparing ground invasion up to Lebanon's Litani River,"Mar 13, 2026",91.97,strike,TRUE,,,,,33.9,35.5,Lebanon,,"Israel is preparing ground invasion up to Lebanon's Litani River, according to Axios report.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,ISRAEL;LB;LEBANON;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260313183002-iran-unk,Independent Actions,#546e7a,Loud blasts heard across Baghdad as Iranian-allied forces are attacked,"Mar 13, 2026",91.99,strike,TRUE,,,,,32.0,53.0,Iran,,Loud blasts heard across Baghdad as Iranian-allied forces are attacked,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;IRAN;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260313215001-north-korea-unk,Independent Actions,#546e7a,North Korea launched missile toward Sea of Japan,"Mar 13, 2026",92.1,missile,TRUE,,,,,40.0,127.0,North Korea,,"North Korea launched missile toward Sea of Japan, landing in the sea.",,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,KP;MISSILE;NORTH-KOREA,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260313234002-strait-of-ho-unk,Independent Actions,#546e7a,Iran may permit the passage of oil tankers through the Strait of Hormuz if the…,"Mar 13, 2026",92.16,strike,TRUE,,,,,26.56,56.25,Strait of Hormuz,,"Iran may permit the passage of oil tankers through the Strait of Hormuz if the oil carried is traded in Chinese yuan rather than the US Dollar, according to CNN report.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;IRAN;STRAIT-OF-HORMUZ;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260314001002-iran-opswor,Op. Swords of Iron,#7b1fa2,Hamas calls on Iran to stop attack on neighbouring countries,"Mar 14, 2026",92.18,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,32.0,53.0,Iran,,Hamas calls on Iran to stop attack on neighbouring countries,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,HAMAS;IR;IRAN;OP-SWORDS-OF-IRON;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260314035002-israel-unk,Independent Actions,#546e7a,Israel's defense minister says that the war is 'escalating' and now in a…,"Mar 14, 2026",92.3,strike,TRUE,,,,,31.5,34.9,Israel,,Israel's defense minister says that the war is 'escalating' and now in a 'decisive stretch',,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260314041002-israel-iranre,Iran Retaliation,#c62828,Iran launches new wave of missiles against Israel,"Mar 14, 2026",92.31,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,31.5,34.9,Israel,,Iran launches new wave of missiles against Israel,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260314112002-tehran-unk,Independent Actions,#546e7a,Very large blasts reported in Tehran,"Mar 14, 2026",92.54,strike,TRUE,,,,,35.69,51.39,Tehran,,Very large blasts reported in Tehran,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;STRIKE;TEHRAN,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260314123002-iran-unk,Independent Actions,#546e7a,Iranian Revolutionary Guards threaten to attack US industries in the region,"Mar 14, 2026",92.58,strike,TRUE,,,,,32.0,53.0,Iran,,"Iranian Revolutionary Guards threaten to attack US industries in the region, as well as factories in which US companies own shares.",,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;IRAN;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260314140002-shiraz-unk,Independent Actions,#546e7a,Large blasts reported in Shiraz,"Mar 14, 2026",92.63,strike,TRUE,,,,,29.59,52.58,Shiraz,,"Large blasts reported in Shiraz, Iran.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;SHIRAZ;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260314161001-strait-of-ho-unk,Independent Actions,#546e7a,Iran's foreign minister says that the 'Strait of Hormuz is open' and that it is…,"Mar 14, 2026",92.7,strike,TRUE,,,,,26.56,56.25,Strait of Hormuz,,Iran's foreign minister says that the 'Strait of Hormuz is open' and that it is 'only closed' to those who are 'attacking us and their allies. Others are free to pass'.,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;IRAN;STRAIT-OF-HORMUZ;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260314173001-israel-iranre,Iran Retaliation,#c62828,Iran launches wave of missiles towards Israel,"Mar 14, 2026",92.74,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,31.5,34.9,Israel,,Iran launches wave of missiles towards Israel,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260314195002-tel-aviv-unk,Independent Actions,#546e7a,Iranian Revolutionary Guards claim their missiles struck industrial areas in Tel Aviv,"Mar 14, 2026",92.82,missile,TRUE,,,,,32.08,34.78,Tel Aviv,,Iranian Revolutionary Guards claim their missiles struck industrial areas in Tel Aviv,,Ballistic / Cruise Missile,,,,Air defense / TEL,,0,0,0,0,,,,,,,,,,,,IL;MISSILE;TEL-AVIV,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260314235001-israel-iranre,Iran Retaliation,#c62828,Iran and Hezbollah coordinated a missile attack on northern Israel,"Mar 14, 2026",92.95,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,31.5,34.9,Israel,,Iran and Hezbollah coordinated a missile attack on northern Israel,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,HEZBOLLAH;IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315000002-strait-of-ho-unk,Independent Actions,#546e7a,"🇰🇷 South Korea, which is heavily dependent on oil from the Gulf, is set to…","Mar 15, 2026",92.96,naval,TRUE,,,,,26.56,56.25,Strait of Hormuz,,"🇰🇷 South Korea, which is heavily dependent on oil from the Gulf, is set to consider deployment of naval assets to the Strait of Hormuz.",,Naval Vessel,,,,Energy infrastructure,,0,0,0,0,,,,,,,,,,,,IR;NAVAL;STRAIT-OF-HORMUZ,teal,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315005002-isfahan-unk,Independent Actions,#546e7a,Reports of loud blasts in Isfahan,"Mar 15, 2026",92.98,strike,FALSE,,,,,32.66,51.68,Isfahan,,"Reports of loud blasts in Isfahan, Iran",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;IRAN;ISFAHAN;STRIKE,red,FALSE,FALSE,FALSE,TRUE,enriched
tw-20260315030003-iran-iranre,Iran Retaliation,#c62828,Iranian state television says there has been a new wave of missiles launched…,"Mar 15, 2026",93.05,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,32.0,53.0,Iran,,Iranian state television says there has been a new wave of missiles launched towards Israel,,Ballistic / Cruise Missile,,,,Air defense / TEL,,0,0,0,0,,,,,,,,,,,,IR;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315034002-israel-opepic,Op. Epic Fury,#e65100,Israeli military conducting widespread strikes on western Iran,"Mar 15, 2026",93.08,strike,TRUE,-7.32,72.42,Diego Garcia BIOT,US/UK forward base,31.5,34.9,Israel,,Israeli military conducting widespread strikes on western Iran,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;IRAN;ISRAEL;OP-EPIC-FURY;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315043003-iran-iranre,Iran Retaliation,#c62828,New Iranian missile launch,"Mar 15, 2026",93.1,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,32.0,53.0,Iran,,"New Iranian missile launch, Israeli air defenses engaging.",,Ballistic / Cruise Missile,,,,Air defense / TEL,,0,0,0,0,,,,,,,,,,,,IR;IRAN;IRAN-RETALIATION;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315114002-israel-unk,Independent Actions,#546e7a,Israeli military is planning for at least another three weeks of war with…,"Mar 15, 2026",93.34,strike,TRUE,,,,,31.5,34.9,Israel,,"Israeli military is planning for at least another three weeks of war with 'thousands of targets ahead', according to CNN report.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315124001-taiwan-unk,Independent Actions,#546e7a,Taiwan says that it has seen a 'surge of Chinese military planes near the island',"Mar 15, 2026",93.37,strike,TRUE,,,,,23.7,121.0,Taiwan,,"Taiwan says that it has seen a 'surge of Chinese military planes near the island', according to Politico report.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,STRIKE;TAIWAN;TW,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315124001-lebanon-unk,Independent Actions,#546e7a,"Israeli military has requested approval of up to 450,000 reservists","Mar 15, 2026",93.37,strike,TRUE,,,,,33.9,35.5,Lebanon,,"Israeli military has requested approval of up to 450,000 reservists, amid preparation for possible ground invasion in Lebanon, according to Israel's Kan News.",,,,,,Military target,,0,0,0,0,,,,,,,,,,,,ISRAEL;LB;LEBANON;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315133002-iran-iranre,Iran Retaliation,#c62828,"Iran's military says it has launched 700 missiles and 3,600 drones so far in the war.","Mar 15, 2026",93.4,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,32.0,53.0,Iran,,"Iran's military says it has launched 700 missiles and 3,600 drones so far in the war.",,UAV / Drone,,,,Drone / UAV,,0,0,0,0,,,,,,,,,,,,IR;IRAN;IRAN-RETALIATION;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315143002-baghdad-unk,Independent Actions,#546e7a,Blasts heard in Baghdad,"Mar 15, 2026",93.43,strike,TRUE,,,,,33.34,44.4,Baghdad,,Blasts heard in Baghdad,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,BAGHDAD;IQ;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315163001-israel-iranre,Iran Retaliation,#c62828,Iran launches missiles towards Israel,"Mar 15, 2026",93.49,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,31.5,34.9,Israel,,Iran launches missiles towards Israel,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315170002-dubai-unk,Independent Actions,#546e7a,Dubai confirms drone attack near international airport,"Mar 15, 2026",93.51,drone,TRUE,,,,,25.2,55.27,Dubai,,"Dubai confirms drone attack near international airport, causing a fire.",,UAV / Drone,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,AE;DRONE;DUBAI,orange,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315174002-tehran-unk,Independent Actions,#546e7a,Massive blasts near Mehrabad airport in Tehran,"Mar 15, 2026",93.53,strike,TRUE,,,,,35.69,51.39,Tehran,,Massive blasts near Mehrabad airport in Tehran,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;STRIKE;TEHRAN,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315191002-kharg-island-unk,Independent Actions,#546e7a,Trump is considering an operation to put boots on the ground and seize Iran's…,"Mar 15, 2026",93.58,strike,TRUE,,,,,29.27,50.32,Kharg Island,,"Trump is considering an operation to put boots on the ground and seize Iran's strategic oil depot on Kharg Island, according to Axios report.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;IRAN;KHARG-ISLAND;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315193002-kharg-island-unk,Independent Actions,#546e7a,KHARG ISLAND - 25 kilometres (16 miles) off the coast of Iran - Sea port exports…,"Mar 15, 2026",93.59,strike,TRUE,,,,,29.27,50.32,Kharg Island,,KHARG ISLAND - 25 kilometres (16 miles) off the coast of Iran - Sea port exports up to 90% of Iran's oil products - Has storage for up to 30 million barrels of oil - US conducted large strikes on mili,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;IRAN;KHARG-ISLAND;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315193002-strait-of-ho-unk,Independent Actions,#546e7a,Australia says it won't send naval vessel to the Strait of Hormuz,"Mar 15, 2026",93.59,naval,TRUE,,,,,26.56,56.25,Strait of Hormuz,,Australia says it won't send naval vessel to the Strait of Hormuz,,Naval Vessel,,,,Naval vessel,,0,0,0,0,,,,,,,,,,,,IR;NAVAL;STRAIT-OF-HORMUZ,teal,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260315232001-lebanon-unk,Independent Actions,#546e7a,Israeli military says it has begun limited and targeted ground operations against…,"Mar 15, 2026",93.72,strike,TRUE,,,,,33.9,35.5,Lebanon,,Israeli military says it has begun limited and targeted ground operations against Hezbollah in southern Lebanon,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,HEZBOLLAH;LB;LEBANON;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260316024002-israel-iranre,Iran Retaliation,#c62828,Iran says it has launched a missile and drone attack at Israel and US bases in…,"Mar 16, 2026",93.83,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,31.5,34.9,Israel,,Iran says it has launched a missile and drone attack at Israel and US bases in the region,,UAV / Drone,,,,Drone / UAV,,0,0,0,0,,,,,,,,,,,,IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE;US,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260316025002-tehran-opepic,Op. Epic Fury,#e65100,Israeli military says it has conducted a wave of strikes across targets in Tehran,"Mar 16, 2026",93.83,strike,TRUE,-7.32,72.42,Diego Garcia BIOT,US/UK forward base,35.69,51.39,Tehran,,"Israeli military says it has conducted a wave of strikes across targets in Tehran, Shiraz and Tabriz in Iran",,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;IRAN;OP-EPIC-FURY;STRIKE;TEHRAN,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260316053001-iran-unk,Independent Actions,#546e7a,US military says it has destroyed 100 Iranian navy vessels,"Mar 16, 2026",93.92,naval,TRUE,,,,,32.0,53.0,Iran,,US military says it has destroyed 100 Iranian navy vessels,,Naval Vessel,,,,Naval vessel,,0,0,0,0,,,,,,,,,,,,IR;IRAN;NAVAL;US,teal,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260316112001-iraq-opnort,Op. Northern Arrows,#7b1fa2,Spokesman and security chief of Hezbollah in Iraq has been killed in a US airstrike,"Mar 16, 2026",94.11,fighter,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,33.0,44.0,Iraq,,Spokesman and security chief of Hezbollah in Iraq has been killed in a US airstrike,,Multi-role Fighter Aircraft,,,,Military target,,0,0,0,0,,,,,,,,,,,,FIGHTER;HEZBOLLAH;IQ;IRAQ;OP-NORTHERN-ARROWS;US,op;blue,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260316121003-iran-unk,Independent Actions,#546e7a,Trump says that Iran has about '8%' of its missiles left.,"Mar 16, 2026",94.14,missile,TRUE,,,,,32.0,53.0,Iran,,Trump says that Iran has about '8%' of its missiles left.,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IR;IRAN;MISSILE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260316121003-baghdad-unk,Independent Actions,#546e7a,Reports of blast near US embassy in Baghdad,"Mar 16, 2026",94.14,strike,FALSE,,,,,33.34,44.4,Baghdad,,Reports of blast near US embassy in Baghdad,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,BAGHDAD;IQ;STRIKE;US,red,FALSE,FALSE,FALSE,TRUE,enriched
tw-20260316134002-iran-iranre,Iran Retaliation,#c62828,Trump says that Iran's missile factories have been 'demolished,"Mar 16, 2026",94.18,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,32.0,53.0,Iran,,Trump says that Iran's missile factories have been 'demolished',,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IR;IRAN;IRAN-RETALIATION;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260316150002-iran-unk,Independent Actions,#546e7a,"The US military says it has struck 7,000 targets in Iran since the war began.","Mar 16, 2026",94.23,strike,TRUE,,,,,32.0,53.0,Iran,,"The US military says it has struck 7,000 targets in Iran since the war began.",,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;IRAN;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260317021002-israel-12dayw,12-Day War (IDF),#6a1b9a,Israeli military says it has killed the commander of Iran's Basij,"Mar 17, 2026",94.59,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,"Israeli military says it has killed the commander of Iran's Basij, Gholamreza Soleimani.",,,,,,Military base / C2,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260317040002-tel-aviv-iranre,Iran Retaliation,#c62828,Iran launches new wave of missiles at Tel Aviv and central Israel,"Mar 17, 2026",94.65,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,32.08,34.78,Tel Aviv,,Iran launches new wave of missiles at Tel Aviv and central Israel,,Ballistic / Cruise Missile,,,,Air defense / TEL,,0,0,0,0,,,,,,,,,,,,IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE;TEL-AVIV,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260317132002-russia-unk,Independent Actions,#546e7a,Russia is expanding intelligence sharing and military cooperation with Iran,"Mar 17, 2026",94.96,strike,TRUE,,,,,61.52,105.32,Russia,,"Russia is expanding intelligence sharing and military cooperation with Iran, according to Wall Street Journal report.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,RU;RUSSIA;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260317134003-iran-unk,Independent Actions,#546e7a,US officials say that the military has lost over a dozen MQ-9 Reaper drones so…,"Mar 17, 2026",94.97,drone,TRUE,,,,,32.0,53.0,Iran,,"US officials say that the military has lost over a dozen MQ-9 Reaper drones so far during the war with Iran, according to ABC News report.",,UAV / Drone,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,DRONE;IR;IRAN;US,orange,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260317152002-iran-unk,Independent Actions,#546e7a,Blasts heard over Dubai as air defenses engage new Iranian attack,"Mar 17, 2026",95.02,strike,TRUE,,,,,32.0,53.0,Iran,,Blasts heard over Dubai as air defenses engage new Iranian attack,,,,,,Air defense / TEL,,0,0,0,0,,,,,,,,,,,,IR;IRAN;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260317152002-iran-iranre,Iran Retaliation,#c62828,New Iranian missile attack wave launched towards central Israel,"Mar 17, 2026",95.02,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,32.0,53.0,Iran,,New Iranian missile attack wave launched towards central Israel,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IR;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260317153002-iran-iranre,Iran Retaliation,#c62828,Iranian cluster munition witnessed in latest attack on central Israel,"Mar 17, 2026",95.03,strike,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,32.0,53.0,Iran,,Iranian cluster munition witnessed in latest attack on central Israel,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;IRAN;IRAN-RETALIATION;ISRAEL;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260317161007-iran-12dayw,12-Day War (IDF),#6a1b9a,Two people killed in central Israel after latest wave of Iranian missiles,"Mar 17, 2026",95.05,missile,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,32.0,53.0,Iran,,Two people killed in central Israel after latest wave of Iranian missiles,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IR;IRAN;ISRAEL;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260317165002-israel-unk,Independent Actions,#546e7a,Reports of targeted Israeli strike on Beirut,"Mar 17, 2026",95.07,strike,FALSE,,,,,31.5,34.9,Israel,,Reports of targeted Israeli strike on Beirut,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,TRUE,enriched
tw-20260317172003-baghdad-unk,Independent Actions,#546e7a,Drone attack has targeted the US embassy in Baghdad,"Mar 17, 2026",95.09,drone,TRUE,,,,,33.34,44.4,Baghdad,,Drone attack has targeted the US embassy in Baghdad,,UAV / Drone,,,,Drone / UAV,,0,0,0,0,,,,,,,,,,,,BAGHDAD;DRONE;IQ;US,orange,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260317231002-israel-iranre,Iran Retaliation,#c62828,Alerts across parts of Israel as Iran launches new wave of missiles,"Mar 17, 2026",95.28,missile,TRUE,32.0,53.0,Iran / Proxy Forces,IRGC launch sites,31.5,34.9,Israel,,Alerts across parts of Israel as Iran launches new wave of missiles,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260318001001-strait-of-ho-unk,Independent Actions,#546e7a,Iran's foreign minister says his country will set new rules for the passage of…,"Mar 18, 2026",95.31,naval,TRUE,,,,,26.56,56.25,Strait of Hormuz,,Iran's foreign minister says his country will set new rules for the passage of ships through the Strait of Hormuz once the war is done,,Naval Vessel,,,,Naval vessel,,0,0,0,0,,,,,,,,,,,,IR;IRAN;NAVAL;STRAIT-OF-HORMUZ,teal,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260318014002-israel-12dayw,12-Day War (IDF),#6a1b9a,Israeli military targeted Iran's intelligence minister,"Mar 18, 2026",95.36,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,"Israeli military targeted Iran's intelligence minister, outcome not yet clear.",,,,,,Air defense / TEL,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260318033003-israel-12dayw,12-Day War (IDF),#6a1b9a,Israeli military has killed Iran’s Intelligence Minister Esmail Khatib,"Mar 18, 2026",95.42,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Israeli military has killed Iran’s Intelligence Minister Esmail Khatib,,,,,,Air defense / TEL,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;ISRAEL;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260318122002-iran-unk,Independent Actions,#546e7a,Qatar calls Iranian attack on its Ras Laffan Industrial City a 'dangerous…,"Mar 18, 2026",95.71,strike,TRUE,,,,,32.0,53.0,Iran,,Qatar calls Iranian attack on its Ras Laffan Industrial City a 'dangerous escalation' and a 'flagrant violation of its sovereignty',,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;IRAN;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260318122002-iran-opepic,Op. Epic Fury,#e65100,Israeli media outlet Channel 14 reports that the military is attacking the…,"Mar 18, 2026",95.71,naval,TRUE,-7.32,72.42,Diego Garcia BIOT,US/UK forward base,32.0,53.0,Iran,,Israeli media outlet Channel 14 reports that the military is attacking the Iranian navy in the Caspian Sea,,Naval Vessel,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;IRAN;NAVAL;OP-EPIC-FURY,op;teal,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260318124003-iran-unk,Independent Actions,#546e7a,Several Iranian navy vessels have been destroyed in the Caspian Sea,"Mar 18, 2026",95.72,naval,TRUE,,,,,32.0,53.0,Iran,,Several Iranian navy vessels have been destroyed in the Caspian Sea,,Naval Vessel,,,,Naval vessel,,0,0,0,0,,,,,,,,,,,,IR;IRAN;NAVAL,teal,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260318125002-bahrain-unk,Independent Actions,#546e7a,Iran says it is continuing to attack gas refinery in Bahrain,"Mar 18, 2026",95.72,strike,TRUE,,,,,26.07,50.55,Bahrain,,Iran says it is continuing to attack gas refinery in Bahrain,,,,,,Energy infrastructure,,0,0,0,0,,,,,,,,,,,,BAHRAIN;BH;IRAN;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20260318130002-strait-of-ho-unk,Independent Actions,#546e7a,Israel's Kann News reports that the US is building up forces to take control of…,"Mar 18, 2026",95.73,strike,TRUE,,,,,26.56,56.25,Strait of Hormuz,,Israel's Kann News reports that the US is building up forces to take control of the Strait of Hormuz by force,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IR;ISRAEL;STRAIT-OF-HORMUZ;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
